v,omega,x,y,phi,xr,yr,phir,delta
0.0466,0.0346,57.0606,-0.5997,0.0769,57.2997,-0.5254,0.0849,0.0180
0.0460,0.0342,57.1602,-0.5910,0.0776,57.3997,-0.5169,0.0854,0.0178
0.0455,0.0338,57.2598,-0.5824,0.0783,57.4997,-0.5083,0.0859,0.0175
0.0450,0.0334,57.3595,-0.5736,0.0790,57.5997,-0.4997,0.0864,0.0173
0.0444,0.0330,57.4591,-0.5649,0.0797,57.6997,-0.4910,0.0869,0.0171
0.0439,0.0326,57.5587,-0.5560,0.0803,57.7997,-0.4822,0.0874,0.0169
0.0433,0.0322,57.6583,-0.5471,0.0810,57.8997,-0.4735,0.0879,0.0167
0.0428,0.0317,57.7579,-0.5382,0.0816,57.9997,-0.4646,0.0883,0.0164
0.0422,0.0313,57.8575,-0.5292,0.0822,58.0997,-0.4558,0.0888,0.0162
0.0416,0.0309,57.9571,-0.5201,0.0829,58.1997,-0.4468,0.0892,0.0160
0.0411,0.0305,58.0567,-0.5110,0.0835,58.2997,-0.4379,0.0897,0.0158
0.0405,0.0301,58.1563,-0.5018,0.0841,58.3997,-0.4288,0.0901,0.0155
0.0399,0.0297,58.2558,-0.4926,0.0847,58.4997,-0.4198,0.0905,0.0153
0.0394,0.0292,58.3554,-0.4834,0.0853,58.5997,-0.4107,0.0909,0.0151
0.0388,0.0288,58.4550,-0.4741,0.0859,58.6997,-0.4016,0.0913,0.0148
0.0382,0.0284,58.5545,-0.4647,0.0865,58.7997,-0.3924,0.0917,0.0146
0.0376,0.0279,58.6541,-0.4553,0.0870,58.8997,-0.3832,0.0921,0.0144
0.0370,0.0275,58.7537,-0.4459,0.0876,58.9997,-0.3739,0.0925,0.0141
0.0364,0.0270,58.8532,-0.4364,0.0881,59.0997,-0.3646,0.0928,0.0139
0.0358,0.0266,58.9528,-0.4269,0.0887,59.1997,-0.3553,0.0932,0.0136
0.0352,0.0262,59.0523,-0.4173,0.0892,59.2997,-0.3459,0.0936,0.0134
0.0346,0.0257,59.1518,-0.4077,0.0897,59.3997,-0.3365,0.0939,0.0132
0.0340,0.0253,59.2514,-0.3980,0.0902,59.4997,-0.3271,0.0942,0.0129
0.0334,0.0248,59.3509,-0.3884,0.0907,59.5997,-0.3176,0.0945,0.0127
0.0328,0.0243,59.4504,-0.3786,0.0912,59.6997,-0.3081,0.0948,0.0124
0.0321,0.0239,59.5500,-0.3689,0.0917,59.7997,-0.2986,0.0951,0.0122
0.0315,0.0234,59.6495,-0.3591,0.0922,59.8997,-0.2890,0.0954,0.0119
0.0309,0.0230,59.7490,-0.3492,0.0927,59.9997,-0.2794,0.0957,0.0117
0.0303,0.0225,59.8485,-0.3394,0.0931,60.0997,-0.2698,0.0960,0.0114
0.0296,0.0220,59.9480,-0.3295,0.0936,60.1997,-0.2602,0.0963,0.0112
0.0290,0.0216,60.0475,-0.3195,0.0940,60.2997,-0.2505,0.0965,0.0109
0.0284,0.0211,60.1470,-0.3096,0.0945,60.3997,-0.2408,0.0968,0.0107
0.0277,0.0206,60.2465,-0.2996,0.0949,60.4996,-0.2311,0.0970,0.0104
0.0271,0.0201,60.3460,-0.2895,0.0953,60.5996,-0.2214,0.0972,0.0102
0.0264,0.0197,60.4455,-0.2795,0.0957,60.6996,-0.2116,0.0974,0.0099
0.0258,0.0192,60.5450,-0.2694,0.0961,60.7996,-0.2018,0.0976,0.0096
0.0251,0.0187,60.6445,-0.2593,0.0965,60.8996,-0.1920,0.0978,0.0094
0.0245,0.0182,60.7440,-0.2492,0.0968,60.9996,-0.1822,0.0980,0.0091
0.0238,0.0177,60.8435,-0.2390,0.0972,61.0996,-0.1724,0.0982,0.0089
0.0232,0.0173,60.9430,-0.2288,0.0976,61.1996,-0.1625,0.0984,0.0086
0.0225,0.0168,61.0424,-0.2186,0.0979,61.2996,-0.1526,0.0985,0.0083
0.0219,0.0163,61.1419,-0.2084,0.0982,61.3996,-0.1427,0.0987,0.0081
0.0212,0.0158,61.2414,-0.1982,0.0986,61.4996,-0.1328,0.0988,0.0078
0.0205,0.0153,61.3409,-0.1879,0.0989,61.5996,-0.1229,0.0989,0.0075
0.0199,0.0148,61.4403,-0.1776,0.0992,61.6996,-0.1130,0.0990,0.0073
0.0192,0.0143,61.5398,-0.1673,0.0995,61.7996,-0.1030,0.0991,0.0070
0.0185,0.0138,61.6393,-0.1570,0.0998,61.8996,-0.0931,0.0992,0.0067
0.0179,0.0133,61.7387,-0.1467,0.1000,61.9996,-0.0831,0.0993,0.0065
0.0172,0.0128,61.8382,-0.1363,0.1003,62.0996,-0.0732,0.0994,0.0062
0.0165,0.0123,61.9377,-0.1260,0.1006,62.1996,-0.0632,0.0995,0.0059
0.0158,0.0118,62.0371,-0.1156,0.1008,62.2996,-0.0532,0.0995,0.0057
0.0152,0.0113,62.1366,-0.1052,0.1011,62.3996,-0.0432,0.0996,0.0054
0.0145,0.0108,62.2360,-0.0948,0.1013,62.4996,-0.0332,0.0996,0.0051
0.0138,0.0103,62.3355,-0.0844,0.1015,62.5996,-0.0232,0.0996,0.0049
0.0131,0.0098,62.4350,-0.0740,0.1017,62.6996,-0.0132,0.0997,0.0046
0.0124,0.0093,62.5344,-0.0636,0.1019,62.7996,-0.0032,0.0997,0.0043
0.0117,0.0088,62.6339,-0.0532,0.1021,62.8996,0.0068,0.0997,0.0040
0.0111,0.0083,62.7333,-0.0428,0.1023,62.9996,0.0168,0.0997,0.0038
0.0104,0.0078,62.8328,-0.0323,0.1024,63.0996,0.0268,0.0996,0.0035
0.0097,0.0073,62.9322,-0.0219,0.1026,63.1996,0.0368,0.0996,0.0032
0.0090,0.0068,63.0317,-0.0115,0.1027,63.2996,0.0468,0.0996,0.0030
0.0083,0.0063,63.1311,-0.0010,0.1029,63.3996,0.0567,0.0995,0.0027
0.0076,0.0057,63.2306,0.0094,0.1030,63.4996,0.0667,0.0994,0.0024
0.0069,0.0052,63.3301,0.0198,0.1031,63.5996,0.0767,0.0994,0.0021
0.0062,0.0047,63.4295,0.0302,0.1032,63.6996,0.0867,0.0993,0.0019
0.0056,0.0042,63.5290,0.0407,0.1033,63.7996,0.0966,0.0992,0.0016
0.0049,0.0037,63.6284,0.0511,0.1034,63.8996,0.1066,0.0991,0.0013
0.0042,0.0032,63.7279,0.0615,0.1035,63.9996,0.1165,0.0990,0.0010
0.0035,0.0027,63.8273,0.0719,0.1035,64.0996,0.1264,0.0989,0.0008
0.0028,0.0022,63.9268,0.0823,0.1036,64.1996,0.1363,0.0987,0.0005
0.0021,0.0016,64.0263,0.0927,0.1036,64.2996,0.1462,0.0986,0.0002
0.0014,0.0011,64.1257,0.1031,0.1037,64.3996,0.1561,0.0985,-0.0001
0.0007,0.0006,64.2252,0.1135,0.1037,64.4996,0.1660,0.0983,-0.0003
0.0000,0.0001,64.3246,0.1238,0.1037,64.5996,0.1759,0.0981,-0.0006
-0.0007,-0.0004,64.4241,0.1342,0.1037,64.6996,0.1857,0.0979,-0.0009
-0.0014,-0.0009,64.5236,0.1445,0.1037,64.7996,0.1955,0.0978,-0.0012
-0.0021,-0.0014,64.6230,0.1549,0.1037,64.8996,0.2053,0.0976,-0.0014
-0.0027,-0.0019,64.7225,0.1652,0.1036,64.9996,0.2151,0.0974,-0.0017
-0.0034,-0.0024,64.8220,0.1755,0.1036,65.0996,0.2248,0.0971,-0.0020
-0.0041,-0.0030,64.9214,0.1857,0.1035,65.1996,0.2346,0.0969,-0.0022
-0.0048,-0.0035,65.0209,0.1960,0.1035,65.2996,0.2443,0.0967,-0.0025
-0.0055,-0.0040,65.1204,0.2062,0.1034,65.3996,0.2540,0.0964,-0.0028
-0.0062,-0.0045,65.2199,0.2164,0.1033,65.4996,0.2636,0.0962,-0.0031
-0.0069,-0.0050,65.3193,0.2266,0.1032,65.5996,0.2733,0.0959,-0.0033
-0.0076,-0.0055,65.4188,0.2368,0.1031,65.6996,0.2829,0.0956,-0.0036
-0.0083,-0.0060,65.5183,0.2469,0.1030,65.7996,0.2924,0.0953,-0.0039
-0.0089,-0.0065,65.6178,0.2571,0.1029,65.8996,0.3020,0.0950,-0.0042
-0.0096,-0.0070,65.7173,0.2672,0.1028,65.9996,0.3115,0.0947,-0.0044
-0.0103,-0.0075,65.8168,0.2772,0.1026,66.0996,0.3210,0.0944,-0.0047
-0.0110,-0.0080,65.9163,0.2873,0.1025,66.1996,0.3304,0.0941,-0.0050
-0.0117,-0.0086,66.0158,0.2973,0.1023,66.2996,0.3399,0.0938,-0.0052
-0.0124,-0.0091,66.1153,0.3073,0.1022,66.3996,0.3493,0.0934,-0.0055
-0.0130,-0.0096,66.2148,0.3172,0.1020,66.4996,0.3586,0.0931,-0.0058
-0.0137,-0.0101,66.3143,0.3271,0.1018,66.5996,0.3679,0.0927,-0.0060
-0.0144,-0.0106,66.4138,0.3370,0.1016,66.6996,0.3772,0.0923,-0.0063
-0.0151,-0.0111,66.5133,0.3469,0.1014,66.7996,0.3864,0.0920,-0.0066
-0.0157,-0.0116,66.6128,0.3567,0.1012,66.8996,0.3956,0.0916,-0.0068
-0.0164,-0.0121,66.7123,0.3665,0.1009,66.9995,0.4048,0.0912,-0.0071
-0.0171,-0.0126,66.8119,0.3762,0.1007,67.0995,0.4139,0.0908,-0.0074
-0.0178,-0.0131,66.9114,0.3859,0.1004,67.1995,0.4230,0.0904,-0.0076
-0.0184,-0.0136,67.0109,0.3956,0.1002,67.2995,0.4321,0.0899,-0.0079
-0.0191,-0.0140,67.1105,0.4053,0.0999,67.3995,0.4411,0.0895,-0.0082
-0.0197,-0.0145,67.2100,0.4148,0.0996,67.4995,0.4500,0.0891,-0.0084
-0.0204,-0.0150,67.3095,0.4244,0.0993,67.5995,0.4589,0.0886,-0.0087
-0.0211,-0.0155,67.4091,0.4339,0.0990,67.6995,0.4678,0.0882,-0.0089
-0.0217,-0.0160,67.5086,0.4434,0.0987,67.7995,0.4766,0.0877,-0.0092
-0.0224,-0.0165,67.6082,0.4528,0.0984,67.8995,0.4854,0.0872,-0.0095
-0.0230,-0.0170,67.7078,0.4622,0.0981,67.9995,0.4941,0.0867,-0.0097
-0.0237,-0.0175,67.8073,0.4715,0.0977,68.0995,0.5027,0.0862,-0.0100
-0.0243,-0.0179,67.9069,0.4808,0.0974,68.1995,0.5114,0.0857,-0.0102
-0.0250,-0.0184,68.0065,0.4900,0.0970,68.2995,0.5199,0.0852,-0.0105
-0.0256,-0.0189,68.1060,0.4992,0.0967,68.3995,0.5284,0.0847,-0.0107
-0.0263,-0.0194,68.2056,0.5084,0.0963,68.4995,0.5369,0.0842,-0.0110
-0.0269,-0.0198,68.3052,0.5175,0.0959,68.5995,0.5453,0.0836,-0.0112
-0.0275,-0.0203,68.4048,0.5265,0.0955,68.6995,0.5537,0.0831,-0.0115
-0.0282,-0.0208,68.5044,0.5355,0.0951,68.7995,0.5620,0.0825,-0.0117
-0.0288,-0.0213,68.6040,0.5444,0.0947,68.8995,0.5702,0.0820,-0.0120
-0.0294,-0.0217,68.7036,0.5533,0.0942,68.9995,0.5784,0.0814,-0.0122
-0.0301,-0.0222,68.8032,0.5621,0.0938,69.0995,0.5865,0.0808,-0.0125
-0.0307,-0.0226,68.9028,0.5709,0.0934,69.1995,0.5946,0.0802,-0.0127
-0.0313,-0.0231,69.0025,0.5796,0.0929,69.2995,0.6026,0.0796,-0.0130
-0.0319,-0.0236,69.1021,0.5882,0.0925,69.3995,0.6106,0.0790,-0.0132
-0.0325,-0.0240,69.2017,0.5968,0.0920,69.4995,0.6184,0.0784,-0.0134
-0.0332,-0.0245,69.3014,0.6054,0.0915,69.5995,0.6263,0.0778,-0.0137
-0.0338,-0.0249,69.4010,0.6139,0.0910,69.6995,0.6340,0.0772,-0.0139
-0.0344,-0.0254,69.5006,0.6223,0.0905,69.7995,0.6417,0.0765,-0.0142
-0.0350,-0.0258,69.6003,0.6306,0.0900,69.8995,0.6494,0.0759,-0.0144
-0.0356,-0.0263,69.7000,0.6389,0.0895,69.9995,0.6569,0.0753,-0.0146
-0.0362,-0.0267,69.7996,0.6471,0.0890,70.0995,0.6645,0.0746,-0.0149
-0.0368,-0.0271,69.8993,0.6553,0.0884,70.1995,0.6719,0.0739,-0.0151
-0.0373,-0.0276,69.9990,0.6634,0.0879,70.2995,0.6793,0.0733,-0.0153
-0.0379,-0.0280,70.0986,0.6714,0.0873,70.3995,0.6866,0.0726,-0.0155
-0.0385,-0.0284,70.1983,0.6794,0.0868,70.4995,0.6938,0.0719,-0.0158
-0.0391,-0.0289,70.2980,0.6873,0.0862,70.5995,0.7010,0.0712,-0.0160
-0.0397,-0.0293,70.3977,0.6951,0.0856,70.6995,0.7081,0.0705,-0.0162
-0.0402,-0.0297,70.4974,0.7029,0.0850,70.7995,0.7151,0.0698,-0.0164
-0.0408,-0.0301,70.5971,0.7106,0.0844,70.8995,0.7221,0.0691,-0.0167
-0.0413,-0.0305,70.6968,0.7182,0.0838,70.9995,0.7289,0.0684,-0.0169
-0.0419,-0.0310,70.7965,0.7258,0.0832,71.0995,0.7357,0.0676,-0.0171
-0.0425,-0.0314,70.8963,0.7332,0.0826,71.1995,0.7425,0.0669,-0.0173
-0.0430,-0.0318,70.9960,0.7407,0.0820,71.2995,0.7491,0.0661,-0.0175
-0.0436,-0.0322,71.0957,0.7480,0.0814,71.3995,0.7557,0.0654,-0.0177
-0.0441,-0.0326,71.1955,0.7552,0.0807,71.4995,0.7622,0.0646,-0.0179
-0.0446,-0.0330,71.2952,0.7624,0.0801,71.5995,0.7687,0.0639,-0.0182
-0.0452,-0.0334,71.3950,0.7695,0.0794,71.6995,0.7750,0.0631,-0.0184
-0.0457,-0.0338,71.4947,0.7766,0.0787,71.7995,0.7813,0.0623,-0.0186
-0.0462,-0.0342,71.5945,0.7835,0.0781,71.8995,0.7875,0.0616,-0.0188
-0.0467,-0.0345,71.6943,0.7904,0.0774,71.9995,0.7936,0.0608,-0.0190
-0.0472,-0.0349,71.7940,0.7972,0.0767,72.0995,0.7997,0.0600,-0.0192
-0.0478,-0.0353,71.8938,0.8039,0.0760,72.1995,0.8056,0.0592,-0.0194
-0.0483,-0.0357,71.9936,0.8106,0.0753,72.2995,0.8115,0.0584,-0.0196
-0.0488,-0.0360,72.0934,0.8171,0.0746,72.3995,0.8173,0.0576,-0.0198
-0.0493,-0.0364,72.1932,0.8236,0.0738,72.4995,0.8231,0.0567,-0.0200
-0.0498,-0.0368,72.2930,0.8300,0.0731,72.5995,0.8287,0.0559,-0.0201
-0.0502,-0.0371,72.3928,0.8363,0.0724,72.6995,0.8342,0.0551,-0.0203
-0.0507,-0.0375,72.4926,0.8425,0.0716,72.7995,0.8397,0.0542,-0.0205
-0.0512,-0.0379,72.5924,0.8487,0.0709,72.8995,0.8451,0.0534,-0.0207
-0.0517,-0.0382,72.6922,0.8547,0.0701,72.9995,0.8504,0.0526,-0.0209
-0.0521,-0.0385,72.7921,0.8607,0.0694,73.0995,0.8556,0.0517,-0.0211
-0.0526,-0.0389,72.8919,0.8666,0.0686,73.1995,0.8608,0.0509,-0.0212
-0.0531,-0.0392,72.9917,0.8724,0.0678,73.2995,0.8658,0.0500,-0.0214
-0.0535,-0.0396,73.0916,0.8781,0.0670,73.3995,0.8708,0.0491,-0.0216
-0.0540,-0.0399,73.1914,0.8837,0.0662,73.4995,0.8756,0.0483,-0.0218
-0.0544,-0.0402,73.2913,0.8893,0.0654,73.5994,0.8804,0.0474,-0.0219
-0.0548,-0.0405,73.3911,0.8947,0.0646,73.6994,0.8851,0.0465,-0.0221
-0.0553,-0.0409,73.4910,0.9001,0.0638,73.7994,0.8897,0.0456,-0.0223
-0.0557,-0.0412,73.5909,0.9054,0.0630,73.8994,0.8943,0.0447,-0.0224
-0.0561,-0.0415,73.6907,0.9106,0.0622,73.9994,0.8987,0.0438,-0.0226
-0.0565,-0.0418,73.7906,0.9157,0.0614,74.0994,0.9030,0.0429,-0.0228
-0.0569,-0.0421,73.8905,0.9207,0.0605,74.1994,0.9073,0.0420,-0.0229
-0.0573,-0.0424,73.9904,0.9256,0.0597,74.2994,0.9114,0.0411,-0.0231
-0.0577,-0.0427,74.0903,0.9304,0.0588,74.3994,0.9155,0.0402,-0.0232
-0.0581,-0.0430,74.1902,0.9351,0.0580,74.4994,0.9195,0.0393,-0.0234
-0.0585,-0.0433,74.2901,0.9398,0.0571,74.5994,0.9234,0.0384,-0.0235
-0.0589,-0.0436,74.3900,0.9443,0.0562,74.6994,0.9272,0.0374,-0.0237
-0.0593,-0.0438,74.4899,0.9487,0.0554,74.7994,0.9309,0.0365,-0.0238
-0.0596,-0.0441,74.5898,0.9531,0.0545,74.8994,0.9345,0.0356,-0.0239
-0.0600,-0.0444,74.6897,0.9574,0.0536,74.9994,0.9380,0.0347,-0.0241
-0.0604,-0.0446,74.7896,0.9615,0.0527,75.0994,0.9414,0.0337,-0.0242
-0.0607,-0.0449,74.8895,0.9656,0.0518,75.1994,0.9447,0.0328,-0.0244
-0.0610,-0.0452,74.9895,0.9696,0.0509,75.2994,0.9480,0.0318,-0.0245
-0.0614,-0.0454,75.0894,0.9734,0.0500,75.3994,0.9511,0.0309,-0.0246
-0.0617,-0.0457,75.1893,0.9772,0.0491,75.4994,0.9541,0.0299,-0.0247
-0.0620,-0.0459,75.2893,0.9809,0.0482,75.5994,0.9571,0.0290,-0.0249
-0.0624,-0.0461,75.3892,0.9845,0.0473,75.6994,0.9599,0.0280,-0.0250
-0.0627,-0.0464,75.4892,0.9879,0.0464,75.7994,0.9627,0.0271,-0.0251
-0.0630,-0.0466,75.5891,0.9913,0.0454,75.8994,0.9653,0.0261,-0.0252
-0.0633,-0.0468,75.6891,0.9946,0.0445,75.9994,0.9679,0.0251,-0.0253
-0.0636,-0.0471,75.7890,0.9978,0.0436,76.0994,0.9704,0.0242,-0.0255
-0.0639,-0.0473,75.8890,1.0009,0.0426,76.1994,0.9727,0.0232,-0.0256
-0.0642,-0.0475,75.9890,1.0039,0.0417,76.2994,0.9750,0.0222,-0.0257
-0.0644,-0.0477,76.0889,1.0068,0.0407,76.3994,0.9772,0.0212,-0.0258
-0.0647,-0.0479,76.1889,1.0095,0.0398,76.4994,0.9793,0.0203,-0.0259
-0.0650,-0.0481,76.2889,1.0122,0.0388,76.5994,0.9812,0.0193,-0.0260
-0.0652,-0.0483,76.3888,1.0148,0.0379,76.6994,0.9831,0.0183,-0.0261
-0.0655,-0.0485,76.4888,1.0173,0.0369,76.7994,0.9849,0.0173,-0.0262
-0.0657,-0.0486,76.5888,1.0197,0.0359,76.8994,0.9866,0.0163,-0.0263
-0.0660,-0.0488,76.6888,1.0219,0.0350,76.9994,0.9882,0.0153,-0.0263
-0.0662,-0.0490,76.7888,1.0241,0.0340,77.0994,0.9896,0.0144,-0.0264
-0.0664,-0.0492,76.8888,1.0262,0.0330,77.1994,0.9910,0.0134,-0.0265
-0.0666,-0.0493,76.9887,1.0282,0.0320,77.2994,0.9923,0.0124,-0.0266
-0.0669,-0.0495,77.0887,1.0300,0.0310,77.3994,0.9935,0.0114,-0.0267
-0.0671,-0.0496,77.1887,1.0318,0.0300,77.4994,0.9946,0.0104,-0.0267
-0.0673,-0.0498,77.2887,1.0335,0.0291,77.5994,0.9956,0.0094,-0.0268
-0.0674,-0.0499,77.3887,1.0350,0.0281,77.6994,0.9965,0.0084,-0.0269
-0.0676,-0.0501,77.4887,1.0365,0.0271,77.7994,0.9973,0.0074,-0.0270
-0.0678,-0.0502,77.5887,1.0378,0.0261,77.8994,0.9979,0.0064,-0.0270
-0.0680,-0.0503,77.6887,1.0391,0.0251,77.9994,0.9985,0.0054,-0.0271
-0.0681,-0.0504,77.7887,1.0402,0.0240,78.0994,0.9990,0.0044,-0.0271
-0.0683,-0.0506,77.8887,1.0413,0.0230,78.1994,0.9994,0.0034,-0.0272
-0.0685,-0.0507,77.9887,1.0422,0.0220,78.2994,0.9997,0.0024,-0.0272
-0.0686,-0.0508,78.0887,1.0431,0.0210,78.3994,0.9999,0.0014,-0.0273
-0.0687,-0.0509,78.1887,1.0438,0.0200,78.4994,1.0000,0.0004,-0.0273
-0.0689,-0.0510,78.2887,1.0444,0.0190,78.5994,1.0000,-0.0006,-0.0274
-0.0690,-0.0511,78.3888,1.0449,0.0180,78.6994,0.9999,-0.0016,-0.0274
-0.0691,-0.0512,78.4888,1.0453,0.0169,78.7994,0.9997,-0.0026,-0.0275
-0.0692,-0.0512,78.5888,1.0457,0.0159,78.8994,0.9994,-0.0036,-0.0275
-0.0693,-0.0513,78.6888,1.0459,0.0149,78.9994,0.9989,-0.0046,-0.0275
-0.0694,-0.0514,78.7888,1.0460,0.0139,79.0994,0.9984,-0.0056,-0.0276
-0.0695,-0.0515,78.8888,1.0460,0.0128,79.1994,0.9978,-0.0066,-0.0276
-0.0696,-0.0515,78.9888,1.0459,0.0118,79.2994,0.9971,-0.0076,-0.0276
-0.0696,-0.0516,79.0888,1.0456,0.0108,79.3994,0.9963,-0.0086,-0.0277
-0.0697,-0.0516,79.1888,1.0453,0.0097,79.4994,0.9954,-0.0096,-0.0277
-0.0698,-0.0517,79.2888,1.0449,0.0087,79.5994,0.9944,-0.0106,-0.0277
-0.0698,-0.0517,79.3888,1.0444,0.0077,79.6994,0.9933,-0.0116,-0.0277
-0.0699,-0.0517,79.4889,1.0438,0.0066,79.7994,0.9921,-0.0126,-0.0277
-0.0699,-0.0518,79.5889,1.0430,0.0056,79.8994,0.9908,-0.0136,-0.0277
-0.0699,-0.0518,79.6889,1.0422,0.0046,79.9994,0.9894,-0.0145,-0.0277
-0.0700,-0.0518,79.7889,1.0413,0.0035,80.0993,0.9879,-0.0155,-0.0277
-0.0700,-0.0518,79.8889,1.0402,0.0025,80.1993,0.9863,-0.0165,-0.0277
-0.0700,-0.0518,79.9889,1.0391,0.0015,80.2993,0.9846,-0.0175,-0.0277
-0.0700,-0.0518,80.0889,1.0378,0.0004,80.3993,0.9828,-0.0185,-0.0277
-0.0700,-0.0518,80.1889,1.0364,-0.0006,80.4993,0.9809,-0.0195,-0.0277
-0.0700,-0.0518,80.2889,1.0350,-0.0016,80.5993,0.9789,-0.0204,-0.0277
-0.0700,-0.0518,80.3889,1.0334,-0.0027,80.6993,0.9768,-0.0214,-0.0277
-0.0699,-0.0518,80.4889,1.0318,-0.0037,80.7993,0.9746,-0.0224,-0.0277
-0.0699,-0.0518,80.5889,1.0300,-0.0047,80.8993,0.9723,-0.0234,-0.0277
-0.0699,-0.0517,80.6889,1.0281,-0.0058,80.9993,0.9699,-0.0243,-0.0276
-0.0698,-0.0517,80.7889,1.0261,-0.0068,81.0993,0.9674,-0.0253,-0.0276
-0.0698,-0.0517,80.8888,1.0241,-0.0079,81.1993,0.9648,-0.0263,-0.0276
-0.0697,-0.0516,80.9888,1.0219,-0.0089,81.2993,0.9622,-0.0272,-0.0276
-0.0696,-0.0516,81.0888,1.0196,-0.0099,81.3993,0.9594,-0.0282,-0.0275
-0.0695,-0.0515,81.1888,1.0172,-0.0110,81.4993,0.9565,-0.0292,-0.0275
-0.0695,-0.0515,81.2888,1.0147,-0.0120,81.5993,0.9536,-0.0301,-0.0274
-0.0694,-0.0514,81.3887,1.0121,-0.0130,81.6993,0.9505,-0.0311,-0.0274
-0.0693,-0.0513,81.4887,1.0095,-0.0140,81.7993,0.9473,-0.0320,-0.0274
-0.0692,-0.0512,81.5887,1.0067,-0.0151,81.8993,0.9441,-0.0330,-0.0273
-0.0691,-0.0512,81.6887,1.0038,-0.0161,81.9993,0.9408,-0.0339,-0.0273
-0.0689,-0.0511,81.7886,1.0008,-0.0171,82.0993,0.9373,-0.0348,-0.0272
-0.0688,-0.0510,81.8886,0.9977,-0.0181,82.1993,0.9338,-0.0358,-0.0271
-0.0687,-0.0509,81.9885,0.9945,-0.0192,82.2993,0.9302,-0.0367,-0.0271
-0.0685,-0.0508,82.0885,0.9912,-0.0202,82.3993,0.9264,-0.0376,-0.0270
-0.0684,-0.0507,82.1885,0.9878,-0.0212,82.4993,0.9226,-0.0385,-0.0270
-0.0683,-0.0506,82.2884,0.9843,-0.0222,82.5993,0.9187,-0.0395,-0.0269
-0.0681,-0.0504,82.3883,0.9808,-0.0232,82.6993,0.9147,-0.0404,-0.0268
-0.0679,-0.0503,82.4883,0.9771,-0.0242,82.7993,0.9106,-0.0413,-0.0268
-0.0677,-0.0502,82.5882,0.9733,-0.0252,82.8993,0.9065,-0.0422,-0.0267
-0.0676,-0.0501,82.6882,0.9694,-0.0262,82.9993,0.9022,-0.0431,-0.0266
-0.0674,-0.0499,82.7881,0.9654,-0.0272,83.0993,0.8978,-0.0440,-0.0265
-0.0672,-0.0498,82.8880,0.9614,-0.0282,83.1993,0.8934,-0.0449,-0.0264
-0.0670,-0.0496,82.9879,0.9572,-0.0292,83.2993,0.8889,-0.0458,-0.0264
-0.0668,-0.0495,83.0879,0.9529,-0.0302,83.3993,0.8842,-0.0467,-0.0263
-0.0666,-0.0493,83.1878,0.9486,-0.0312,83.4993,0.8795,-0.0476,-0.0262
-0.0663,-0.0492,83.2877,0.9441,-0.0322,83.5993,0.8747,-0.0484,-0.0261
-0.0661,-0.0490,83.3876,0.9396,-0.0332,83.6993,0.8698,-0.0493,-0.0260
-0.0659,-0.0488,83.4875,0.9350,-0.0342,83.7993,0.8648,-0.0502,-0.0259
-0.0656,-0.0486,83.5874,0.9302,-0.0351,83.8993,0.8598,-0.0510,-0.0258
-0.0654,-0.0485,83.6873,0.9254,-0.0361,83.9993,0.8546,-0.0519,-0.0257
-0.0651,-0.0483,83.7872,0.9205,-0.0371,84.0993,0.8494,-0.0527,-0.0256
-0.0649,-0.0481,83.8870,0.9155,-0.0380,84.1993,0.8441,-0.0536,-0.0255
-0.0646,-0.0479,83.9869,0.9104,-0.0390,84.2993,0.8387,-0.0544,-0.0254
-0.0643,-0.0477,84.0868,0.9052,-0.0400,84.3993,0.8332,-0.0552,-0.0252
-0.0640,-0.0475,84.1867,0.8999,-0.0409,84.4993,0.8276,-0.0561,-0.0251
-0.0638,-0.0473,84.2865,0.8945,-0.0419,84.5993,0.8220,-0.0569,-0.0250
-0.0635,-0.0470,84.3864,0.8891,-0.0428,84.6993,0.8162,-0.0577,-0.0249
-0.0632,-0.0468,84.4862,0.8835,-0.0438,84.7993,0.8104,-0.0585,-0.0248
-0.0629,-0.0466,84.5861,0.8779,-0.0447,84.8993,0.8045,-0.0593,-0.0246
-0.0625,-0.0464,84.6859,0.8722,-0.0456,84.9993,0.7985,-0.0601,-0.0245
-0.0622,-0.0461,84.7858,0.8664,-0.0465,85.0993,0.7925,-0.0609,-0.0244
-0.0619,-0.0459,84.8856,0.8605,-0.0475,85.1993,0.7863,-0.0617,-0.0242
-0.0616,-0.0456,84.9854,0.8545,-0.0484,85.2993,0.7801,-0.0625,-0.0241
-0.0612,-0.0454,85.0853,0.8484,-0.0493,85.3993,0.7738,-0.0633,-0.0240
-0.0609,-0.0451,85.1851,0.8423,-0.0502,85.4993,0.7674,-0.0640,-0.0238
-0.0605,-0.0449,85.2849,0.8360,-0.0511,85.5993,0.7610,-0.0648,-0.0237
-0.0602,-0.0446,85.3847,0.8297,-0.0520,85.6993,0.7545,-0.0655,-0.0235
-0.0598,-0.0443,85.4845,0.8233,-0.0529,85.7993,0.7479,-0.0663,-0.0234
-0.0594,-0.0441,85.5843,0.8168,-0.0538,85.8993,0.7412,-0.0670,-0.0232
-0.0591,-0.0438,85.6841,0.8103,-0.0547,85.9993,0.7344,-0.0678,-0.0231
-0.0587,-0.0435,85.7839,0.8036,-0.0555,86.0993,0.7276,-0.0685,-0.0229
-0.0583,-0.0432,85.8837,0.7969,-0.0564,86.1993,0.7207,-0.0692,-0.0227
